GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Text Reporter,org.revapi.reporter.text,NaiveFileTemplateLoader,2,45,1,3,0,9,1,6,0,5
Text Reporter,org.revapi.reporter.text,TextReporter,23,130,2,6,5,33,3,9,1,7
