GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Maven Plugin,org.revapi.maven,AnalysisConfigurationGatherer,245,399,33,44,49,97,25,30,0,13
Maven Plugin,org.revapi.maven,Props.analysisConfigurationFiles,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,AbstractVersionModifyingMojo.AnalysisResults,9,0,0,0,4,0,1,0,1,0
Maven Plugin,org.revapi.maven,ValidateConfigurationMojo,94,0,8,0,19,0,7,0,3,0
Maven Plugin,org.revapi.maven,ValidateConfigurationMojo.ValidateReporter,5,0,0,0,2,0,2,0,2,0
Maven Plugin,org.revapi.maven,ConvertToXmlConfigMojo,496,0,34,0,129,0,29,0,12,0
Maven Plugin,org.revapi.maven,PipelineConfigurationParser,255,0,28,0,44,0,22,0,5,0
Maven Plugin,org.revapi.maven,Props,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,CheckMojo,274,0,29,0,48,0,19,0,4,0
Maven Plugin,org.revapi.maven,PropertyValueInterpolator.new AbstractValueSource() {...},20,0,2,0,4,0,3,0,2,0
Maven Plugin,org.revapi.maven,Props.outputNonIdentifyingDifferenceInfo,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,Props.singleVersionForAllModules,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,AnalyzerBuilder,399,0,28,0,103,0,48,0,34,0
Maven Plugin,org.revapi.maven,Props.resolveTransitiveProvidedDependencies,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,ReportMojo,648,0,48,0,177,0,43,0,19,0
Maven Plugin,org.revapi.maven,UpdateVersionsMojo,9,0,0,0,4,0,1,0,1,0
Maven Plugin,org.revapi.maven,XmlUtil,23,270,14,42,3,63,12,24,0,7
Maven Plugin,org.revapi.maven,PropertyValueInterpolator,127,42,0,0,24,9,1,4,1,4
Maven Plugin,org.revapi.maven,SchemaDrivenJSONToXmlConverter,143,536,18,63,29,117,16,39,1,11
Maven Plugin,org.revapi.maven,ApiBreakageHintingReporter,62,0,10,0,19,0,12,0,7,0
Maven Plugin,org.revapi.maven,CheckForkMojo,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,Props.pipelineConfiguration,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,Props.failOnUnresolvedArtifacts,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,BuildTimeReporter,175,126,37,13,33,26,30,7,6,6
Maven Plugin,org.revapi.maven,Props.outputIgnoreSuggestions,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,JsonSuggestionsBuilder,58,90,8,6,16,28,8,12,0,10
Maven Plugin,org.revapi.maven,MavenArchive.Empty.new InputStream() {...},8,0,0,0,2,0,2,0,2,0
Maven Plugin,org.revapi.maven,Version,211,0,32,0,51,0,32,0,16,0
Maven Plugin,org.revapi.maven,Props.generateSiteReport,3,0,0,0,1,0,1,0,1,0
Maven Plugin,org.revapi.maven,ReportTimeReporter,117,0,10,0,26,0,12,0,7,0
Maven Plugin,org.revapi.maven,AbstractRevapiMojo,444,0,36,0,84,0,31,0,13,0
Maven Plugin,org.revapi.maven,Props.reportCriticality,3,0,0,0,1,0,1,0,1,0
