GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JSON Reporter,org.revapi.reporter.json,JsonReporter,30,229,3,11,5,59,4,16,1,12
JSON Reporter,org.revapi.reporter.json,JsonReporter.DifferenceWithElements,0,12,0,0,0,5,0,1,0,1
